,Name,Brand,Categories,ABV,Rating,Rate Count,Price,Description
1876,291 American Whiskey,Distillery 291,"American Whiskey, Bourbon, Whiskey",45.0,5.0,1,48.99,"Our American is a  pre-prohibition style whiskey distilled in a copper pot still. Short-aged in toasted American white oak barrels for 5 months. Short aging brings fruit forward, while the copper still provides a fresh cut leather finish.

Made from corn, malted rye and malted barley mash.
45% Alc/Vol – 90 PROOF"
1877,291 Colorado Rye Whiskey Small Batch,Distillery 291,"Rye Whiskey, Whiskey",50.8,5.0,1,74.99,"291 Colorado Rye Whiskey made from rye malt, sour mash, distilled in a copper pot still, aged in American White Oak deep char barrels and finished with toasted Aspen Staves. San Francisco World Spirits Competition Double Gold winner.  American Whiskey Master award 2019.101.7 proof.


Picture the Wild West. Leather, Dirt Roads, Cowboys, Mountains, The Good, the Bad, and the Ugly, and most of all, Whiskey. A mash bill similar to our founders all-time favorite rye whiskeys. With the help of deep charred American white oak barrels and toasted aspen staves to finish, our whiskey is given a distinct Colorado flavor reminiscent of a time long passed."
1878,291 Colorado Barrel Proof Single Barrel  Whiskey,Distillery 291,"Rye Whiskey, Whiskey",63.5,5.0,1,106.99,"Our Barrel Proof Colorado Whiskey is an uncut version of our flagship. A high proof rye whiskey still smooth, yet with greater depth and character. Aged for one year in American white oak barrels and finished with charred aspen staves.

Made from malted rye & corn mash.
63.5% Alc/Vol – Approximately 127 PROOF"
1879,291 Fresh Colorado Whiskey,Distillery 291,"Whiskey, White Whiskey  Moonshine",45.0,5.0,1,40.74,"Our Fresh is a small batch, un-aged whiskey distilled in a copper pot still. Developed as an American clear spirit for mixology, it has a distinct flavor for enhancing the traditional cocktail. Crafted to replace vodka, rum, or tequila.

Made from corn, malted rye and malted barley mash.
45% Alc/Vol – 90 PROOF"
1880,291 Colorado Rye Whiskey White Dog,Distillery 291,"Whiskey, White Whiskey  Moonshine",50.8,5.0,1,0.0,"Our White Dog is a small batch whiskey distilled in a copper pot still and aged in an American white oak barrel for less than two weeks- allowing the essence of the grains to be enjoyed and the distiller’s craft recognized. “The best White Dog ever tasted.” -ADI

Made from malted rye and corn mash.
50.8% Alc/Vol – 101.7 PROOF"
1881,291 Colorado Bourbon Whiskey Small Batch,Distillery 291,"Bourbon, Whiskey",100.0,5.0,1,74.99,"Our Colorado Bourbon is a one year, barrel-aged whiskey distilled in a copper pot still. Finished with charred, Colorado aspen staves. “…the honeycomb and molasses play their part, as does the rye amid the soft grains…” – Jim Murray’s Whisky Bible

Made from corn, malted rye, malted barley mash.
50.8% Alc/Vol – 100 PROOF"
1882,291 Bad Guy Bourbon,Distillery 291,"Bourbon, Whiskey",60.0,5.0,1,100.5,"Originally made as an experimental batch, Bad Guy is a wheated four-grain bourbon. It is our most award winning bourbon whiskey. Our most bold, rich, and complex whiskey, heavier on the sweet side, this bourbon is incredible, given its high proof.

Made from corn, malted wheat, malted rye and beech smoked barley mash.
Approximately 120 PROOF"
1883,291 Colorado Barrel Proof Single Barrel  Bourbon Whiskey,Distillery 291,"Bourbon, Whiskey",64.0,5.0,1,101.99,"This uncut version on our Colorado Bourbon is a one year, barrel-aged whiskey distilled in a copper pot still. Finished with toasted, Colorado aspen staves and bottled at barrel proof, a high proof bourbon whiskey with greater depth and character.

Made from corn, malted rye and malted barley mash.
64% Alc/Vol – 127 PROOF"
1884,Catskill Distilling Buckwheat Whiskey,Catskill Distilling Company,"American Whiskey, Whiskey",,5.0,1,46.99,"the one and only BUCKWHEAT  ""A new breed of American whiskey is born.""  This rare buckwheat spirit is 80% buckwheat, 20% small grains."
1885,Catskill Wicked White Whiskey,Catskill Distilling Company,"American Whiskey, Whiskey",,5.0,1,20.39,"A devilishly different, six-grain spirit, an un-aged whiskey  that is unusually smooth and full of local grain flavor. Made from corn, wheat, buckwheat, rye, smoked corn, malt. A sophisticated moonshine—a tribute to our fearless forefathers who defied prohibition."
1887,Catskill Distilling Defiant Rye,Catskill Distilling Company,"Rye Whiskey, Whiskey",42.5,5.0,1,36.95,"Rye whiskey - the first whiskey to be distilled on this continent - became a defiant spirit in every sense during the Whiskey Rebellion of 1791, when the farmers who made it rebelled against our new government's attempt to tax it. It was this heroic act of defiance that forever defined and ensured our cherished right to protest. The tax eventually stood, but the rebels' spirit lives on in this Defiant Rye."
1888,Catskill Straight Rye Whiskey,Catskill Distilling Company,"Rye Whiskey, Whiskey",45.0,5.0,1,44.99,"70% winter rye, 10% rye malt, 10% barley malt and 10% corn. Sour mash. Aged no less than 2 years in the new white American oak casks. Vanilla and maple aromas with a hint of caramel, custard and dried plums sustained by new wood, walnuts and molasses. 
The spicy quintet of cinnamon, caramel, leather, clove and nougat leads the palate loud and full while  vanilla,  dried  fruits  and  ripe  banana  are  complimenting each other in the background. A  clean  earthly  sensation  adds  balance  to  a  glimpse  of  toasted  oak  to  give  a  fresh  and  smooth finish."
1889,Catskill Distilling Co. Most Righteous Bourbon,Catskill Distilling Company,"Bourbon, Whiskey",45.0,5.0,1,29.99,"70% corn, 15% winter rye and 15% barley malt. Sour mash. Aged no less than 2 years in the new white American oak casks. Radiant topaz hue, elegantly, floral the smooth aroma of vanilla, caramel fudge and coconut invite the nose. A complex invasion of different flavors lead into a clean, refined and rich filled finish."
1898,Bear Creek Wheat Whiskey,Bear Creek Distillery,"American Whiskey, Whiskey",45.0,5.0,1,49.49,"BCD Wheat Whiskey is distilled one batch at a time from a wash of 100% organic whole wheat. Like our rye whiskey it is then matured in new American White Oak 30 gallon barrels. Once matured, each 30 gallon batch is down proofed to 90 proof and becomes its own batch. The mashing and distillation process remains the same batch to batch but having originated from a single barrel allows the whiskey to develop a slightly different flavor profile between batches. Enjoy as you will. Neat, iced, or mixed as a cocktail."
1899,Bear Creek Rye Whiskey,Bear Creek Distillery,"Rye Whiskey, Whiskey",45.0,5.0,1,49.99,"BCD Rye Whiskey is distilled one batch at a time from a wash of 100% organic dark rye and then matured in new American White Oak 30 gallon barrels. Once matured, each 30 gallon batch is down proofed to 90 proof and becomes its own unique batch. While each batch's flavor profile slightly differs, the process and attention to detail remains true, batch after batch, time and time again. Enjoy as you will. Neat, iced, or mixed as a cocktail. Makes a great Old Fashioned."
1900,Bear Creek Straight Bourbon,Bear Creek Distillery,"Bourbon, Whiskey",45.0,5.0,1,53.0,"Some say bourbon is king and in 2012 when we set out to build a craft distillery this is what we had in mind, BCD Straight Bourbon Whiskey. Mashed, fermented, distilled, and matured in house, we take great pride and care in producing our Straight Bourbon. Matured in 53 gallon American white oak barrels a minimum of 2 years, Colorado’s warm days and cool nights help shape the identity of this bourbon. Dark mahogany in color with spice and oak on the nose, followed up with a creamy mouth feel and flavors of cereal grains, spice, clove, and fruit all ending in a smooth bourbon finish."
1901,Bear Creek Wheated Bourbon Whiskey,Bear Creek Distillery,"Bourbon, Whiskey",,5.0,1,53.99,"Shortly after we began barreling what would become BCD Straight Bourbon we decided to barrel a second bourbon using our original bourbon recipe but replacing the dark rye in the mash bill with whole wheat. By no means an original idea but we’re glad we tried it and we think you’ll be glad we did as well. BCD Wheated Bourbon is fermented and distilled with the same care as our Straight Bourbon but is then matured in 30 gallon American white oak barrels. Once hatched our Wheated Bourbon holds a dark mahogany color, and the aromas of vanilla, oak and caramel. On the palate it is slightly sweet with flavors of caramel and fruit followed with a smooth bourbon finish.

STATISTICS
Mash bill: Corn, wheat, malted barley
Bottle size: 750ml
Proof: 90"
1907,Fireball Cinnamon Whisky,Fireball,"Flavored Whiskey, Whiskey",33.0,4.9,984,19.5,"Fireball Cinnamon Whisky needs no introduction.  Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to you.

What you have here is smooth whisky with a fiery kick of red hot cinnamon.  Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite your nite, try it with your favorite mixer – cola, ginger beer, hard cider, cranberry, etc.  Fireball makes anything taste good!"
1908,Fireball Sleeve,Fireball,"Flavored Whiskey, Whiskey",33.0,4.5,42,30.79,"Fireball Cinnamon Whisky needs no introduction.  Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to you.

What you have here is smooth whisky with a fiery kick of red hot cinnamon.  Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite your nite, try it with your favorite mixer – cola, ginger beer, hard cider, cranberry, etc.  Fireball makes anything taste good!"
1909,Fireball Party Bucket,Fireball,"Flavored Whiskey, Whiskey",33.0,5.0,24,19.99,"Fireball Cinnamon Whisky needs no introduction.  Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to you.

What you have here is smooth whisky with a fiery kick of red hot cinnamon.  Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite your nite, try it with your favorite mixer – cola, ginger beer, hard cider, cranberry, etc.  Fireball makes anything taste good!"
1910,Fireball Firebox,Fireball,"Flavored Whiskey, Whiskey",33.0,5.0,7,43.09,"Fireball Cinnamon Whisky needs no introduction.  Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to you.

What you have here is smooth whisky with a fiery kick of red hot cinnamon.  Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite your nite, try it with your favorite mixer – cola, ginger beer, hard cider, cranberry, etc.  Fireball makes anything taste good!"
1911,Fireball Carrier,Fireball,"Flavored Whiskey, Whiskey",33.0,5.0,6,6.26,"Fireball Cinnamon Whisky needs no introduction.  Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to you.

What you have here is smooth whisky with a fiery kick of red hot cinnamon.  Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite your nite, try it with your favorite mixer – cola, ginger beer, hard cider, cranberry, etc.  Fireball makes anything taste good!"
1912,Fireball Peel & Party Shots,Fireball,"Flavored Whiskey, Whiskey",33.0,5.0,5,6.99,"Fireball Cinnamon Whisky needs no introduction.  Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to you.

What you have here is smooth whisky with a fiery kick of red hot cinnamon.  Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite your nite, try it with your favorite mixer – cola, ginger beer, hard cider, cranberry, etc.  Fireball makes anything taste good!"
1913,Fireball Cinnamon Whisky Anti-Valentine’s Day Pack,Fireball,"Flavored Whiskey, Whiskey",33.0,5.0,1,13.99,"Leave it to Fireball to take a corporate holiday and turn it on its head with a “cupid is stupid” heart shaped box pre-packed with 10pk 50mls. After all, chocolate is for amateurs.

Fireball Cinnamon Whisky needs no introduction.  Just imagine what it feels like to stand face-to-face with a fire-breathing dragon who just ate a whisky barrel full of spicy cinnamon. Tastes like heaven, burns like hell. What happens next is up to you.

What you have here is smooth whisky with a fiery kick of red hot cinnamon.  Fireball Whisky is best enjoyed straight up as an ice-cold shot. For another way to ignite your nite, try it with your favorite mixer – cola, ginger beer, hard cider, cranberry, etc.  Fireball makes anything taste good!"
1914,Fireball Collector’s Edition Cinnamon Whiskey,Fireball,"Flavored Whiskey, Whiskey",33.0,5.0,1,17.99,
1922,Lone Star 1835 Texas Limited Reserve Bourbon Whiskey,1835 Lone Star,"Bourbon, Whiskey",45.0,5.0,2,83.99,Oak vanilla peanuts and raisins taste: honey allspice leather and mint body: thin finish: a very clean black pepper burn that lingers only slightly personality: janis joplin 45% abv 90 proof impression: a great texas whiskey. The nose is reminiscent of a classic kentucky whiskey and the palatal experience is smooth and easy to drink. Even though it starts out on a sweet note it finishes well with a bit of black pepper and mint.
1923,1835 Lone Star Apple Pie Bourbon,1835 Lone Star,"Flavored Whiskey, Whiskey",,5.0,1,28.41,
1924,1835 Lone Star Cinnamon Bourbon,1835 Lone Star,"Flavored Whiskey, Whiskey",,5.0,1,28.41,
1925,1835 Lone Star Cherry Bourbon,1835 Lone Star,"Flavored Whiskey, Whiskey",,5.0,1,28.41,
1926,Pierside Honey Whiskey,Surf City Still Works,"Flavored Whiskey, Whiskey",40.0,5.0,1,43.99,"A twist on our classic Pierside Bourbon, this whiskey is an inspired blend of honey and bourbon whiskey infused with orange peel, cinnamon and clove. Poured over ice, it’s an Old Fashioned right out of the bottle."
1927,Pierside Bourbon Whiskey,Surf City Still Works,"Bourbon, Whiskey",45.0,5.0,1,36.99,"Single batch bourbon whiskey, distilled to be extremely smooth with a pleasant hint of sweet corn and just a little spice derived from rye grains."
1928,Pacific Reserve,Surf City Still Works,"Bourbon, Whiskey",55.0,5.0,1,69.99,"Bottled at cask strength, this single barrel bourbon whiskey has notes of brown sugar and maple with a hint of toasted oak finish. When proofed down with distilled water or a block of ice, rich vanilla flavors open up which are lovely to sip on."
1937,Basil Hayden’s Kentucky Straight Bourbon Whiskey,Basil Haydens,"Bourbon, Whiskey",40.0,4.9,510,36.99,"Marked by a rich cascade of aromas and flavors, Basil Hayden's® Kentucky Straight Bourbon Whiskey is carefully matured for exceptional quality and distilled in the heart of bourbon country in Clermont, Kentucky. This unique, single small batch bourbon whiskey is blessed with rich hints of peppermint, notes of pepper, slight citrus overtones and a spicy, warming finish. Sip neat, on the rocks, in a classic Manhattan or Old Fashioned. Try it in a Mint Julep or Bourbon Mary while savoring the aroma with a spicy, peppery, honey-toned light body and gentle bite. Carefully matured for exceptional quality, Basil Hayden’s is artfully aged and bottled at 80 proof. Basil Hayden’s® utilizes twice as much rye as the other bourbons in the collection for a gentle yet spicy flavor."
1938,Basil Hayden’s Dark Rye Whiskey,Basil Haydens,"Rye Whiskey, Whiskey",40.0,4.8,115,44.99,"Expanding from the unique HIGH RYE RECIPE that has always made Basil Hayden’s® Bourbon so uncommon comes a release that focuses on the ART of blending TWO DISTINCT RYE WHISKIES with just a TOUCH OF PORT to unveil an entirely NEW TASTE DISCOVERY. This blend explores the harmonious combination of 3 distinct liquid profiles for one memorable whiskey. It begins with Kentucky Rye, providing a firm base of spicy rye, rich oak, dried fruit and subtle molasses undertones to build on. Canadian Rye from our award-winning Alberta Distillery is skillfully layered in. This unique rye provides depth to the notes of dried fruit and a more viscous mouth feel than a traditional rye. It’s then finished with a touch of California Port blended in directly to add complementary juicy, ripe fruit without muddying the existing wood notes. The end result is a whiskey full in flavor and still delicately nuanced. BASIL HAYDEN’S® DARK RYE is always perfect sipped on the rocks as well as in a Boulevardier"
1939,Basil Hayden Two by Two Rye Whiskey,Basil Haydens,"Rye Whiskey, Whiskey",40.0,5.0,6,52.99,"Two by Two Rye, a whiskey which consists of a blend of two Kentucky Straight Bourbon whiskeys and two Kentucky Straight rye whiskeys."
1940,Basil Hayden’s Rye Whiskey,Basil Haydens,"Rye Whiskey, Whiskey",40.0,5.0,5,50.99,"Basil Hayden’s® Bourbon has always been proud of its spicy finish, which comes from using twice as much rye as traditional bourbons. The challenges rye presents inspired us to create a very limited release BASIL HAYDEN’S® Rye Whiskey. It’s the spicy taste Whiskey aficionados have come to expect from Basil Hayden’s, and a little more. To build depth into the final Rye Whiskey, we used a small amount of “re-barreled” rye. We start with traditional barreled rye whiskey aged 4 years, dump it out, and then further age it an additional 7 years in newly charred quarter cask oak barrels. Using a quarter cask ensures increased contact with the oak and more air breathed into the cask which means more flavor imparted to the liquid. This is not new, nor is it efficient; it’s just a very effective way to develop deep flavor.We blend this with our traditional rye whiskey, building out the spicy notes. Just a touch of the uniquely flavored re-barreled rye amplifies the warm aroma of baking spices and smooth caramel leading to a clean finish with hints of mint. Those flavors shine through neat or on the rocks."
1941,Basil Hayden’s 10 Year Bourbon,Basil Haydens,"Bourbon, Whiskey",40.0,4.1,6,74.99,"Bail Hayden's 10 Year Bourbon is a special, extra aged seasonal offering that will be made available as a limited edition whiskey each holiday season. Bottled at 80 proof, the extra maturation of this high rye bourbon in American oak barrels is said to offer “an additional layer of complexity” that “delivers heightened oak aromas along with hints of char and vanilla while maintaining Basil Hayden’s trademark spice in every sip.”"
1942,Basil Hayden’s 10 Year Rye Whiskey,Basil Haydens,"Rye Whiskey, Whiskey",40.0,5.0,2,77.99,"Basil Hayden's new LTO launching May, 2020. The mashbill features a slightly spicy, yet approachable, rye resulting in an elegantly complex taste profile and a golden honey hue. Bottled at 80 proof, this light, yet full-flavored, rye is sure to please any palate."
1943,Basil Hayden’s 8-Year-Old Kentucky Straight Bourbon Whiskey,Basil Haydens,"Bourbon, Whiskey",46.0,5.0,1,47.49,"A bottle of Basil Hayden's 8 Year Old Bourbon. Created in 1796 by Basil Hayden, who went against the grain (no pun intended) by adding in rye into the traditional corn-based mashbill. It was a huge hit and today is one of Jim Beam's 'Small Batch' range of bourbons."
1944,Basil Hayden’s Kentucky Straight Bourbon Whiskey Gift Box,Basil Haydens,"Bourbon, Whiskey",40.0,5.0,1,43.99,"Marked by a rich cascade of aromas and flavors, Basil Hayden's® Kentucky Straight Bourbon Whiskey is carefully matured for exceptional quality and distilled in the heart of bourbon country in Clermont, Kentucky. This unique, single small batch bourbon whiskey is blessed with rich hints of peppermint, notes of pepper, slight citrus overtones and a spicy, warming finish. Sip neat, on the rocks, in a classic Manhattan or Old Fashioned. Try it in a Mint Julep or Bourbon Mary while savoring the aroma with a spicy, peppery, honey-toned light body and gentle bite. Carefully matured for exceptional quality, Basil Hayden’s is artfully aged and bottled at 80 proof. Basil Hayden’s® utilizes twice as much rye as the other bourbons in the collection for a gentle yet spicy flavor."
1945,Hotel Tango Rye,Hotel Tango,"Rye Whiskey, Whiskey",50.0,5.0,1,39.99,"American Straight Rye Whiskey. Spicy finish. Subtle sweetness.
Deceptively smooth. Sazerac-ready."
1946,Hotel Tango Reserve Bourbon Series 002,Hotel Tango,"Bourbon, Whiskey",45.0,5.0,1,,"Second in the rotating Reserve Bourbon Series, A well-balanced bourbon with hints of oak, anise, clove, cereal, and rye."
1947,Republic Restoratives Borough Bourbon,Republic Restoratives,"Bourbon, Whiskey",44.0,5.0,4,52.99,"Borough is our limited series of straight bourbons finished in rare casks. Batch No.3 is a five year old, high rye bourbon that we rested in 50 year old Armagnac casks. Coming in at 88 proof, you’ll taste hints of honey, marzipan, vanilla and warm leather."
1948,Rodham Rye,Republic Restoratives,"Rye Whiskey, Whiskey",45.0,5.0,1,77.99,"Sold out at the distillery! Limited stock available only in stores. 

We got the trademark on Rodham Rye last March when we, like much of the country, thought the 2016 election results would be different.  After the results came in we were faced with the decision to change course, or persist.  So, we charged forward and made Rodham Rye a tribute to all the women who came before us- the women who fought for the right to vote and to repeal prohibition, who run for office and start new businesses.  A portion of the proceeds from each bottle go to recruiting and training women to run for office."
1950,New Holland Beer Barrel Rye Whiskey,New Holland,"Rye Whiskey, Whiskey",44.0,5.0,1,37.0,"Beer Barrel Rye is an American Rye Whiskey twice-distilled and aged in new American oak barrels before finishing in Dragons’s Milk stout barrels.

Aroma of vanilla and allspice lead to flavors of honey and almond, before a lingering spicy finish."
1951,New Holland Zeppelin Bend Single Malt Whiskey,New Holland,"Single Malt Whiskey, Whiskey",45.0,5.0,1,51.99,"An American Single Malt Whiskey, twice distilled and aged in new American oak with a heavy char. Notes of vanilla and clove arise from the slightly caramelized spirit leading to a classic American-oak finish.

Deep amber appearance with a nose of coca, dark chocolate and coffee. Notes of caramel and followed by vanilla and clove at the finish."
1952,New Holland Beer Barrel Bourbon,New Holland,"Bourbon, Whiskey",40.0,5.0,1,32.99,"Bourbon that is twice distilled and
matured in new American oak barrels, and finished in a spent
Dragon’s Milk Barrel for 90 days.

Beer Barrel Bourbon is first aged in New
American oak barrels for several years, before a three month
beer-y slumber. The beer-barrel aging lends biscuity notes and
a smooth malt character to the robust whiskey tones of toffee
and caramel."
1993,Grand Canyon Thundersnow Unaged Whiskey,Grand Canyon Distillery,"Whiskey, White Whiskey  Moonshine",46.0,5.0,1,34.99,GRAND CANYON DISTILLERY THUNDERSNOW IS A BOLD UN-AGED CORN WHISKEY MADE FROM NON-GMO YELLOW CORN. THIS WHITE WHISKEY IS DISTILLED FROM GRAIN TO GLASS USING ONLY THE HIGHEST QUALITY CORN. THUNDERSNOW SHOWCASES A STRONG CORN FLAVOR REMINISCENT OF CANDY CORN WITH AN AROMA OF BAKED BREAD AND MALT.
1994,"Bardstown Bourbon Fusion Series #2, Kentucky Straight Bourbon Whiskey",Bardstown Bourbon Company,"Bourbon, Whiskey",49.5,5.0,1,59.99,"Fusion Series #2 is a blend of 60% of Bardstown Bourbon Company’s three-year-old wheated and high-rye Kentucky bourbons along with 40% of 12 year bourbon from Kentucky to create a smooth, complex pour. Its predecessor, Fusion #1 with an identical, though younger, recipe was named one of Whiskey Advocate's ""Top 20 Whiskies in the World"" for 2019 (the fifth highest rated bourbon on the list).

Tasting Notes: Leather, roasted nuts, and rich caramel of old Kentucky Bourbon is countered with lively fruit and spice of the young Kentucky Bourbon. The result is a unique nose, rich palate, and a balanced, lasting finish."
1995,"Bardstown Bourbon Company Discovery Series #2, Kentucky Straight Bourbon Whiskey",Bardstown Bourbon Company,"Bourbon, Whiskey",61.1,5.0,1,139.99,"Bardstown Bourbon Company's Discovery Series #2 is a blend of: 44% 10 yr old, 39% 12 yr old and 17% 14 yr old Kentucky bourbons. Aromatic notes of layered maple, a burst of cinnamon, and ripe pear on top of aged leather. A warm palate reveals tannic oak embedded in rich flavor. A remarkable enduring finish rounds out our premier bourbon blend, which was awrded a double gold medal recipient in the 2020 San Francisco World Spirits Competition."
1996,"Bardstown Bourbon Discovery Series #3, Straight Bourbon Whiskey",Bardstown Bourbon Company,"Bourbon, Whiskey",55.0,5.0,1,157.44,"Discovery Series #3 celebrates the art of blending, with three aged bourbons blended to create a smooth and unique expression, including two, 13-year-old bourbons and a 10-year-old bourbon. Layered maple, a burst of cinnamon, and ripe pear comprise this complex aroma. A warm palate reveals tannic oak embedded in rich flavor, a remarkable enduring finish rounds out our premier bourbon blend."
1997,Bardstown Bourbon Company Collaboration – Destillare by Copper & Kings Orange Curacao Finish,Bardstown Bourbon Company,"Bourbon, Whiskey",50.0,5.0,1,139.99,"9 year old TN bourbon finished in 'Destillare' Orange Curacao barrels from Copper & Kings for 18 months. Cascades of brilliant orange take the lead over a rich blend of baking spice, vanilla and maple. The bright citrus awakens the palate and leads to a magnificent long-lasting finish with a touch of sweetness. Ideal for that 'top shelf' old-fashioned."
1998,Bardstown Bourbon Company Collaboration – The Prisoner Wine Company,Bardstown Bourbon Company,"Bourbon, Whiskey",50.0,5.0,1,139.99,"9-YEAR-OLD TENNESSEE BOURBON FINISHED IN THE PRISONER WINE COMPANY’S FRENCH OAK RED WINE BARRELS FOR 18 MONTHS.   A COMPLEX, WELCOMING BOUQUET OF BLACKBERRY AND BLACK CHERRY BLENDED WITH AROMAS OF RICH HONEY, VANILLA, AND BAKING SPICES. HINTS OF THE ORIGINAL PREMIUM GRAPE BLEND TAKE THE LEAD ON THE PALATE WITH A TOUCH OF SWEETNESS, TURNING TO A RINGING, BALANCED FINISH."
1999,"Bardstown Bourbon Fusion Series #3, Kentucky Straight Bourbon Whiskey",Bardstown Bourbon Company,"Bourbon, Whiskey",49.45,5.0,1,65.99,"Fusion Series #3 is a blend of 60% of Bardstown Bourbon Company’s three-year-old wheated and high-rye Kentucky bourbons along with 40% of 13 year bourbon from Kentucky to create a smooth, complex pour. Its predecessor, Fusion #1 with an identical, though younger, recipe was named one of Whiskey Advocate's ""Top 20 Whiskies in the World"" for 2019 (the fifth highest rated bourbon on the list). Fusion Series #3 is the identical recipe to Series #1 & #2, with a touch more age under its belt.

Tasting Notes: Leather, roasted nuts, and rich caramel of old Kentucky Bourbon is countered with lively fruit and spice of the young Kentucky Bourbon. The result is a unique nose, rich palate, and a balanced, lasting finish"
2000,Bardstown Bourbon Company Collaboration – Phifer Pavitt Reserve,Bardstown Bourbon Company,"Bourbon, Whiskey",53.5,5.0,1,149.99,"Exceptional 9-year-old Tennessee Straight Bourbon Whiskey, polished in decadent Phifer Pavitt Reserve Cabernet Sauvignon barrels from Napa Valley. This highly allocated release is sold out in all but select locations, and will return in early 2021."
2001,"Bardstown Bourbon Discovery Series #4, Straight Bourbon Whiskey",Bardstown Bourbon Company,"Bourbon, Whiskey",,5.0,1,129.99,
2002,Ancient Age Straight Bourbon,Ancient Age,"Bourbon, Whiskey",40.0,5.0,2,20.99,
2003,Ancient Age Bourbon,Ancient Age,"Bourbon, Whiskey",40.0,5.0,1,13.19,"Since 1946 this bourbon has been held in high regard. 80 proof and distilled from corn, rye and barley malt, it’s smooth and simple, yet robust in its own way. There is much to love about this bourbon that has withstood the test of time."
2004,Ancient Age Whiskey,Ancient Age,"Bourbon, Whiskey",40.0,5.0,1,11.99,"Since 1946 this bourbon has been held in high regard. 80 proof and distilled from corn, rye and barley malt, it’s smooth and simple, yet robust in its own way. There is much to love about this bourbon that has withstood the test of time."
2005,Ancient Age 90,Ancient Age,"Bourbon, Whiskey",45.0,5.0,1,18.99,
2006,Ancient Age Preferred,Ancient Age,"Bourbon, Whiskey",40.0,5.0,1,17.99,
2007,Ancient Age 80 Bourbon,Ancient Age,"Bourbon, Whiskey",40.0,5.0,1,6.99,
2008,Ancient Age 90 Pet,Ancient Age,"Bourbon, Whiskey",,5.0,1,,
2009,Ancient Age Blend,Ancient Age,"Bourbon, Whiskey",,5.0,1,,
2010,Vikre Sugarbush Whiskey,Vikre,"Bourbon, Whiskey",46.5,5.0,1,,"We age a bourbon mash in used port barrels with soft maple staves, then we finish it in bourbon casks that have been used for aging maple syrup. Light but complex in flavor with notes of maple, roasted cherry, leather, and yellow cake."
2051,Stillhouse Black Bourbon,Stillhouse,"Bourbon, Whiskey",40.0,4.1,6,27.99,"A masterful blend of corn, rye, barley, and limestone water. Barreled in charred new American oak, charcoal filtered, rested and mellowed in roasted small batch coffee beans, giving a uniquely complex balance and a smooth finish."
2052,Stillhouse Apple Crisp Whiskey,Stillhouse,"American Whiskey, Whiskey",20.0,5.0,1,22.99,"With hints of baked apples, cinnamon, natural oats, brown sugar, ginger and nutmeg, and the kick of our 100% clear corn whiskey, you've got Stillhouse Apple Crisp Whiskey."
2053,Stillhouse Original Whiskey,Stillhouse,"American Whiskey, Whiskey",40.0,5.0,1,23.88,Stillhouse 100% clear corn whiskey is made from estate grown corn and is distilled to perfection in traditional copper whiskey stills. This charcoal-filtered 80 proof whiskey is remarkably mellow and finishes smooth.
2054,Stillhouse Coconut Moonshine,Stillhouse,"American Whiskey, Whiskey",20.0,5.0,1,23.99,"There is something special about the sweetness of Stillhouse 100% clear corn whiskey blended with the warm, tropical taste of coconut that mixes together flawlessly. And served up in the Stillhouse one-of-a-kind stainless steel package it will chill quickly and stays cold for a long time.

Stillhouse blends its gluten-free Original with the bold, all-natural coconut flavor to make a 69-proof infused whiskey you can enjoy as a great tasting shot, in one of your favorite cocktails, or as a perfect punch for you and friends. And, of course, you can always take Stillhouse where glass can’t go."
2055,Stillhouse Red Hot Whiskey,Stillhouse,"American Whiskey, Whiskey",34.5,5.0,1,22.99,"There is no better made or better tasting cinnamon whiskey. Made with Stillhouse Original 100% clear corn whiskey, Stillhouse Red Hot Whiskey is a delicious blend of sweet corn with infused natural cinnamon for a friendly wallop of sweet and hot. And served up in the Stillhouse one-of-a-kind stainless steel package it will chill quickly and stays cold for a long time.

Stillhouse blends its gluten-free Original with the bold, all-natural cinnamon flavor to make a 69-proof infused whiskey you can enjoy as a great tasting shot, in one of your favorite cocktails, or as a perfect punch for you and friends. And, of course, you can always take Stillhouse where glass can’t go."
