,filename,label,x,y,x_bin
16487,231231_1600_Cam1_C2 (1623).txt,3,0.725000,0.529167,36
16489,231231_1600_Cam1_C2 (1624).txt,3,0.723047,0.530556,36
16494,231231_1600_Cam1_C2 (1625).txt,3,0.725781,0.537500,36
16498,231231_1600_Cam1_C2 (1626).txt,3,0.722266,0.533333,36
16502,231231_1600_Cam1_C2 (1627).txt,3,0.723047,0.531250,36
16505,231231_1600_Cam1_C2 (1628).txt,3,0.725000,0.531944,36
16507,231231_1600_Cam1_C2 (1629).txt,3,0.723828,0.534722,36
16513,231231_1600_Cam1_C2 (1630).txt,3,0.725781,0.531944,36
16515,231231_1600_Cam1_C2 (1631).txt,3,0.725391,0.532639,36
16518,231231_1600_Cam1_C2 (1632).txt,3,0.725000,0.533333,36
16521,231231_1600_Cam1_C2 (1633).txt,3,0.725391,0.531250,36
16524,231231_1600_Cam1_C2 (1634).txt,3,0.723828,0.529861,36
16527,231231_1600_Cam1_C2 (1635).txt,5,0.725000,0.531944,36
16531,231231_1600_Cam1_C2 (1636).txt,3,0.726172,0.531250,36
16534,231231_1600_Cam1_C2 (1637).txt,3,0.725391,0.531944,36
16537,231231_1600_Cam1_C2 (1638).txt,3,0.726562,0.532639,36
16542,231231_1600_Cam1_C2 (1639).txt,3,0.726953,0.534722,36
16548,231231_1600_Cam1_C2 (1640).txt,3,0.725391,0.534028,36
16552,231231_1600_Cam1_C2 (1641).txt,3,0.727734,0.533333,36
16556,231231_1600_Cam1_C2 (1642).txt,3,0.726953,0.531944,36
16560,231231_1600_Cam1_C2 (1643).txt,3,0.726953,0.532639,36
16565,231231_1600_Cam1_C2 (1644).txt,3,0.727734,0.533333,36
16569,231231_1600_Cam1_C2 (1645).txt,3,0.728125,0.531944,36
16573,231231_1600_Cam1_C2 (1647).txt,3,0.725000,0.534722,36
16577,231231_1600_Cam1_C2 (1648).txt,3,0.725000,0.536111,36
16579,231231_1600_Cam1_C2 (1649).txt,3,0.723828,0.537500,36
16585,231231_1600_Cam1_C2 (1650).txt,3,0.725000,0.536111,36
16589,231231_1600_Cam1_C2 (1651).txt,3,0.723828,0.534028,36
16595,231231_1600_Cam1_C2 (1652).txt,3,0.727344,0.524306,36
16597,231231_1600_Cam1_C2 (1653).txt,3,0.723047,0.530556,36
16605,231231_1600_Cam1_C2 (1654).txt,3,0.723828,0.531250,36
16608,231231_1600_Cam1_C2 (1655).txt,3,0.724219,0.531944,36
16614,231231_1600_Cam1_C2 (1656).txt,3,0.726953,0.532639,36
16619,231231_1600_Cam1_C2 (1657).txt,3,0.725781,0.538194,36
16623,231231_1600_Cam1_C2 (1658).txt,5,0.726562,0.531250,36
16626,231231_1600_Cam1_C2 (1659).txt,3,0.724219,0.534028,36
16632,231231_1600_Cam1_C2 (1660).txt,3,0.721875,0.532639,36
16638,231231_1600_Cam1_C2 (1661).txt,3,0.726172,0.545833,36
16642,231231_1600_Cam1_C2 (1662).txt,3,0.726172,0.545833,36
16646,231231_1600_Cam1_C2 (1663).txt,3,0.727344,0.545139,36
16650,231231_1600_Cam1_C2 (1664).txt,3,0.727344,0.546528,36
16654,231231_1600_Cam1_C2 (1665).txt,3,0.726953,0.551389,36
16661,231231_1600_Cam1_C2 (1666).txt,3,0.725781,0.532639,36
16666,231231_1600_Cam1_C2 (1667).txt,3,0.725781,0.547222,36
16669,231231_1600_Cam1_C2 (1668).txt,3,0.726172,0.543750,36
16675,231231_1600_Cam1_C2 (1669).txt,3,0.728125,0.543056,36
16682,231231_1600_Cam1_C2 (1670).txt,3,0.729297,0.543056,36
16686,231231_1600_Cam1_C2 (1671).txt,3,0.728906,0.543750,36
16692,231231_1600_Cam1_C2 (1672).txt,3,0.728125,0.541667,36
16696,231231_1600_Cam1_C2 (1673).txt,3,0.728516,0.543750,36
16701,231231_1600_Cam1_C2 (1674).txt,3,0.727734,0.543056,36
16706,231231_1600_Cam1_C2 (1675).txt,3,0.728516,0.539583,36
16712,231231_1600_Cam1_C2 (1676).txt,3,0.727734,0.534722,36
16717,231231_1600_Cam1_C2 (1677).txt,3,0.727734,0.534722,36
16723,231231_1600_Cam1_C2 (1678).txt,3,0.728516,0.530556,36
16727,231231_1600_Cam1_C2 (1679).txt,3,0.728125,0.530556,36
16736,231231_1600_Cam1_C2 (1680).txt,3,0.725391,0.533333,36
16740,231231_1600_Cam1_C2 (1681).txt,3,0.727344,0.528472,36
16745,231231_1600_Cam1_C2 (1682).txt,3,0.726562,0.518056,36
16748,231231_1600_Cam1_C2 (1683).txt,3,0.726562,0.543056,36
16753,231231_1600_Cam1_C2 (1684).txt,3,0.726953,0.542361,36
16758,231231_1600_Cam1_C2 (1685).txt,3,0.727344,0.543750,36
16763,231231_1600_Cam1_C2 (1686).txt,3,0.727734,0.543750,36
16765,231231_1600_Cam1_C2 (1686).txt,0,0.726953,0.209028,36
16769,231231_1600_Cam1_C2 (1687).txt,3,0.726953,0.545139,36
16773,231231_1600_Cam1_C2 (1688).txt,3,0.726562,0.536111,36
16778,231231_1600_Cam1_C2 (1689).txt,3,0.727344,0.538194,36
16785,231231_1600_Cam1_C2 (1690).txt,3,0.726953,0.529861,36
16791,231231_1600_Cam1_C2 (1691).txt,3,0.726562,0.531250,36
16795,231231_1600_Cam1_C2 (1692).txt,3,0.726562,0.529167,36
16799,231231_1600_Cam1_C2 (1693).txt,3,0.726562,0.529861,36
16803,231231_1600_Cam1_C2 (1694).txt,3,0.725000,0.527083,36
16808,231231_1600_Cam1_C2 (1695).txt,3,0.725000,0.530556,36
16812,231231_1600_Cam1_C2 (1696).txt,3,0.725391,0.527778,36
16817,231231_1600_Cam1_C2 (1697).txt,3,0.727344,0.526389,36
16819,231231_1600_Cam1_C2 (1698).txt,3,0.725391,0.529861,36
16824,231231_1600_Cam1_C2 (1699).txt,3,0.726953,0.531250,36
16832,231231_1600_Cam1_C2 (1700).txt,3,0.726562,0.529861,36
16835,231231_1600_Cam1_C2 (1701).txt,3,0.725781,0.527083,36
16838,231231_1600_Cam1_C2 (1702).txt,3,0.728125,0.527083,36
16841,231231_1600_Cam1_C2 (1703).txt,3,0.727734,0.527083,36
16845,231231_1600_Cam1_C2 (1704).txt,3,0.725391,0.521528,36
16850,231231_1600_Cam1_C2 (1705).txt,3,0.725391,0.529861,36
16854,231231_1600_Cam1_C2 (1706).txt,3,0.725000,0.537500,36
16857,231231_1600_Cam1_C2 (1707).txt,3,0.723437,0.543056,36
16861,231231_1600_Cam1_C2 (1708).txt,3,0.723828,0.529861,36
16864,231231_1600_Cam1_C2 (1709).txt,3,0.726953,0.530556,36
16874,231231_1600_Cam1_C2 (1711).txt,3,0.724609,0.531944,36
16881,231231_1600_Cam1_C2 (1712).txt,3,0.726172,0.527778,36
16884,231231_1600_Cam1_C2 (1713).txt,3,0.726562,0.527778,36
16889,231231_1600_Cam1_C2 (1714).txt,3,0.727734,0.527778,36
16891,231231_1600_Cam1_C2 (1715).txt,3,0.724609,0.537500,36
16897,231231_1600_Cam1_C2 (1716).txt,3,0.724219,0.525694,36
16903,231231_1600_Cam1_C2 (1717).txt,3,0.724219,0.531944,36
16907,231231_1600_Cam1_C2 (1718).txt,3,0.725391,0.536111,36
16912,231231_1600_Cam1_C2 (1719).txt,3,0.726562,0.527083,36
16918,231231_1600_Cam1_C2 (1720).txt,3,0.726172,0.538194,36
16924,231231_1600_Cam1_C2 (1721).txt,3,0.726562,0.538194,36
16927,231231_1600_Cam1_C2 (1722).txt,3,0.726172,0.543056,36
16930,231231_1600_Cam1_C2 (1723).txt,3,0.725391,0.543750,36
16931,231231_1600_Cam1_C2 (1723).txt,0,0.723828,0.172917,36
16934,231231_1600_Cam1_C2 (1724).txt,3,0.726172,0.543056,36
16935,231231_1600_Cam1_C2 (1724).txt,0,0.714453,0.164583,36
16939,231231_1600_Cam1_C2 (1725).txt,3,0.726172,0.534028,36
16944,231231_1600_Cam1_C2 (1726).txt,3,0.726172,0.534028,36
16946,231231_1600_Cam1_C2 (1727).txt,3,0.727344,0.534028,36
16952,231231_1600_Cam1_C2 (1728).txt,3,0.726562,0.534722,36
16956,231231_1600_Cam1_C2 (1729).txt,3,0.726562,0.536806,36
16962,231231_1600_Cam1_C2 (1730).txt,1,0.727344,0.221528,36
16963,231231_1600_Cam1_C2 (1730).txt,3,0.726562,0.537500,36
16965,231231_1600_Cam1_C2 (1731).txt,3,0.726172,0.545833,36
16969,231231_1600_Cam1_C2 (1732).txt,3,0.725781,0.535417,36
16975,231231_1600_Cam1_C2 (1733).txt,3,0.725391,0.529167,36
16978,231231_1600_Cam1_C2 (1734).txt,3,0.728516,0.531250,36
16982,231231_1600_Cam1_C2 (1735).txt,3,0.725781,0.516667,36
16985,231231_1600_Cam1_C2 (1736).txt,3,0.725391,0.534028,36
16990,231231_1600_Cam1_C2 (1737).txt,3,0.726172,0.522222,36
16994,231231_1600_Cam1_C2 (1738).txt,3,0.725000,0.524306,36
16997,231231_1600_Cam1_C2 (1739).txt,3,0.725781,0.533333,36
17004,231231_1600_Cam1_C2 (1740).txt,3,0.722266,0.528472,36
17008,231231_1600_Cam1_C2 (1741).txt,3,0.719531,0.533333,36
17013,231231_1600_Cam1_C2 (1742).txt,3,0.723437,0.529167,36
17019,231231_1600_Cam1_C2 (1743).txt,3,0.725000,0.529167,36
17025,231231_1600_Cam1_C2 (1744).txt,3,0.725000,0.531250,36
17029,231231_1600_Cam1_C2 (1745).txt,3,0.726172,0.532639,36
17034,231231_1600_Cam1_C2 (1746).txt,3,0.725781,0.531250,36
17040,231231_1600_Cam1_C2 (1747).txt,3,0.726172,0.531944,36
17044,231231_1600_Cam1_C2 (1748).txt,3,0.725391,0.529861,36
17049,231231_1600_Cam1_C2 (1749).txt,3,0.724219,0.531250,36
17054,231231_1600_Cam1_C2 (1750).txt,3,0.725391,0.535417,36
17059,231231_1600_Cam1_C2 (1751).txt,3,0.724609,0.533333,36
17064,231231_1600_Cam1_C2 (1752).txt,3,0.725781,0.525694,36
17069,231231_1600_Cam1_C2 (1753).txt,3,0.725000,0.529861,36
17074,231231_1600_Cam1_C2 (1754).txt,3,0.726172,0.535417,36
17078,231231_1600_Cam1_C2 (1755).txt,3,0.726172,0.532639,36
17082,231231_1600_Cam1_C2 (1756).txt,3,0.727734,0.525000,36
17084,231231_1600_Cam1_C2 (1757).txt,3,0.728516,0.532639,36
17089,231231_1600_Cam1_C2 (1758).txt,3,0.727344,0.534028,36
17096,231231_1600_Cam1_C2 (1759).txt,3,0.728516,0.538194,36
17101,231231_1600_Cam1_C2 (1760).txt,3,0.728516,0.536111,36
17108,231231_1600_Cam1_C2 (1761).txt,3,0.726953,0.534028,36
17112,231231_1600_Cam1_C2 (1762).txt,3,0.725391,0.530556,36
17117,231231_1600_Cam1_C2 (1763).txt,3,0.728516,0.529861,36
17125,231231_1600_Cam1_C2 (1764).txt,3,0.728125,0.533333,36
17129,231231_1600_Cam1_C2 (1765).txt,3,0.728516,0.529861,36
17133,231231_1600_Cam1_C2 (1766).txt,3,0.728516,0.531250,36
17137,231231_1600_Cam1_C2 (1767).txt,3,0.729297,0.529861,36
17143,231231_1600_Cam1_C2 (1768).txt,3,0.729297,0.531250,36
17150,231231_1600_Cam1_C2 (1769).txt,3,0.728906,0.531944,36
17157,231231_1600_Cam1_C2 (1770).txt,3,0.728906,0.532639,36
17162,231231_1600_Cam1_C2 (1771).txt,3,0.728906,0.532639,36
17166,231231_1600_Cam1_C2 (1772).txt,3,0.728125,0.534028,36
17170,231231_1600_Cam1_C2 (1773).txt,3,0.728516,0.532639,36
17175,231231_1600_Cam1_C2 (1774).txt,3,0.728516,0.534722,36
17179,231231_1600_Cam1_C2 (1775).txt,3,0.729297,0.534028,36
17186,231231_1600_Cam1_C2 (1776).txt,1,0.729297,0.531250,36
17189,231231_1600_Cam1_C2 (1777).txt,3,0.726953,0.532639,36
17195,231231_1600_Cam1_C2 (1778).txt,3,0.728516,0.532639,36
17200,231231_1600_Cam1_C2 (1779).txt,3,0.727734,0.534028,36
17205,231231_1600_Cam1_C2 (1780).txt,3,0.728516,0.540278,36
17211,231231_1600_Cam1_C2 (1781).txt,3,0.728906,0.536806,36
17216,231231_1600_Cam1_C2 (1782).txt,3,0.729297,0.531944,36
17222,231231_1600_Cam1_C2 (1783).txt,3,0.730078,0.540972,36
17227,231231_1600_Cam1_C2 (1784).txt,3,0.727344,0.532639,36
17231,231231_1600_Cam1_C2 (1785).txt,3,0.728125,0.533333,36
17234,231231_1600_Cam1_C2 (1786).txt,3,0.726562,0.496528,36
17239,231231_1600_Cam1_C2 (1787).txt,3,0.725391,0.514583,36
17244,231231_1600_Cam1_C2 (1788).txt,3,0.722266,0.540278,36
17245,231231_1600_Cam1_C2 (1788).txt,1,0.728906,0.253472,36
17248,231231_1600_Cam1_C2 (1789).txt,3,0.726172,0.535417,36
17251,231231_1600_Cam1_C2 (1789).txt,1,0.723047,0.259722,36
17255,231231_1600_Cam1_C2 (1790).txt,3,0.726172,0.539583,36
17259,231231_1600_Cam1_C2 (1791).txt,3,0.725781,0.542361,36
17264,231231_1600_Cam1_C2 (1792).txt,3,0.725391,0.539583,36
17271,231231_1600_Cam1_C2 (1793).txt,3,0.724609,0.518750,36
17275,231231_1600_Cam1_C2 (1794).txt,3,0.725781,0.529167,36
17277,231231_1600_Cam1_C2 (1795).txt,3,0.727734,0.537500,36
17285,231231_1600_Cam1_C2 (1797).txt,3,0.728516,0.538889,36
17289,231231_1600_Cam1_C2 (1798).txt,3,0.728125,0.545139,36
17293,231231_1600_Cam1_C2 (1799).txt,3,0.721875,0.530556,36
17300,231231_1600_Cam1_C2 (1800).txt,3,0.728516,0.529167,36
17304,231231_1600_Cam1_C2 (1801).txt,3,0.729297,0.538889,36
17306,231231_1600_Cam1_C2 (1802).txt,3,0.727734,0.535417,36
17309,231231_1600_Cam1_C2 (1803).txt,3,0.728516,0.554861,36
17314,231231_1600_Cam1_C2 (1804).txt,3,0.728125,0.569444,36
17320,231231_1600_Cam1_C2 (1805).txt,3,0.728125,0.565972,36
17326,231231_1600_Cam1_C2 (1806).txt,3,0.728125,0.531944,36
17330,231231_1600_Cam1_C2 (1807).txt,3,0.726953,0.509028,36
17334,231231_1600_Cam1_C2 (1808).txt,3,0.728516,0.543056,36
17337,231231_1600_Cam1_C2 (1809).txt,3,0.726172,0.544444,36
17339,231231_1600_Cam1_C2 (1809).txt,0,0.730859,0.230556,36
17343,231231_1600_Cam1_C2 (1810).txt,3,0.726562,0.540278,36
17347,231231_1600_Cam1_C2 (1811).txt,3,0.725781,0.548611,36
17352,231231_1600_Cam1_C2 (1812).txt,3,0.725781,0.533333,36
17354,231231_1600_Cam1_C2 (1813).txt,3,0.723437,0.522917,36
17358,231231_1600_Cam1_C2 (1814).txt,3,0.725781,0.529861,36
17361,231231_1600_Cam1_C2 (1815).txt,3,0.719922,0.520139,36
17365,231231_1600_Cam1_C2 (1816).txt,3,0.719531,0.527083,36
17369,231231_1600_Cam1_C2 (1817).txt,3,0.719141,0.512500,36
17373,231231_1600_Cam1_C2 (1818).txt,3,0.721094,0.509722,36
17377,231231_1600_Cam1_C2 (1819).txt,3,0.725000,0.526389,36
17383,231231_1600_Cam1_C2 (1820).txt,3,0.723047,0.546528,36
17387,231231_1600_Cam1_C2 (1821).txt,5,0.725391,0.538889,36
17393,231231_1600_Cam1_C2 (1822).txt,3,0.727344,0.545833,36
17396,231231_1600_Cam1_C2 (1823).txt,3,0.725391,0.540972,36
17400,231231_1600_Cam1_C2 (1824).txt,3,0.726562,0.540278,36
17403,231231_1600_Cam1_C2 (1825).txt,0,0.729297,0.213889,36
17404,231231_1600_Cam1_C2 (1825).txt,3,0.725391,0.545833,36
17408,231231_1600_Cam1_C2 (1826).txt,3,0.723047,0.539583,36
17411,231231_1600_Cam1_C2 (1827).txt,3,0.727734,0.540972,36
17414,231231_1600_Cam1_C2 (1828).txt,3,0.721875,0.536806,36
17417,231231_1600_Cam1_C2 (1829).txt,3,0.723437,0.538194,36
17424,231231_1600_Cam1_C2 (1830).txt,3,0.721484,0.538889,36
17427,231231_1600_Cam1_C2 (1831).txt,3,0.721484,0.543750,36
17432,231231_1600_Cam1_C2 (1832).txt,3,0.724219,0.537500,36
17436,231231_1600_Cam1_C2 (1833).txt,3,0.718750,0.548611,36
17439,231231_1600_Cam1_C2 (1834).txt,0,0.729297,0.140278,36
17441,231231_1600_Cam1_C2 (1834).txt,3,0.721875,0.547222,36
17443,231231_1600_Cam1_C2 (1835).txt,0,0.720703,0.131250,36
17444,231231_1600_Cam1_C2 (1835).txt,3,0.719922,0.526389,36
17447,231231_1600_Cam1_C2 (1836).txt,0,0.718359,0.126389,36
17448,231231_1600_Cam1_C2 (1836).txt,3,0.722656,0.527778,36
17451,231231_1600_Cam1_C2 (1837).txt,3,0.718750,0.522917,36
17454,231231_1600_Cam1_C2 (1838).txt,3,0.726953,0.536111,36
17456,231231_1600_Cam1_C2 (1839).txt,3,0.724609,0.528472,36
17460,231231_1600_Cam1_C2 (1840).txt,3,0.723047,0.530556,36
17462,231231_1600_Cam1_C2 (1841).txt,3,0.727344,0.538889,36
17465,231231_1600_Cam1_C2 (1842).txt,3,0.719141,0.547222,36
17467,231231_1600_Cam1_C2 (1843).txt,3,0.726172,0.545139,36
17471,231231_1600_Cam1_C2 (1844).txt,3,0.723828,0.539583,36
17475,231231_1600_Cam1_C2 (1845).txt,3,0.722656,0.550694,36
17479,231231_1600_Cam1_C2 (1846).txt,3,0.725391,0.537500,36
17482,231231_1600_Cam1_C2 (1847).txt,3,0.728125,0.521528,36
17486,231231_1600_Cam1_C2 (1848).txt,3,0.717187,0.529167,36
17489,231231_1600_Cam1_C2 (1849).txt,3,0.719531,0.539583,36
17496,231231_1600_Cam1_C2 (1850).txt,3,0.721094,0.531250,36
17500,231231_1600_Cam1_C2 (1851).txt,3,0.726172,0.543056,36
17503,231231_1600_Cam1_C2 (1852).txt,3,0.726172,0.535417,36
17507,231231_1600_Cam1_C2 (1853).txt,3,0.723047,0.527083,36
17510,231231_1600_Cam1_C2 (1854).txt,3,0.723047,0.539583,36
17513,231231_1600_Cam1_C2 (1855).txt,3,0.723047,0.538194,36
17514,231231_1600_Cam1_C2 (1855).txt,1,0.721875,0.930556,36
17517,231231_1600_Cam1_C2 (1856).txt,3,0.725000,0.530556,36
17519,231231_1600_Cam1_C2 (1857).txt,3,0.727344,0.543750,36
17523,231231_1600_Cam1_C2 (1858).txt,3,0.733203,0.532639,36
17526,231231_1600_Cam1_C2 (1859).txt,3,0.728125,0.531250,36
17533,231231_1600_Cam1_C2 (1860).txt,3,0.726562,0.534722,36
17536,231231_1600_Cam1_C2 (1861).txt,3,0.727344,0.529167,36
17540,231231_1600_Cam1_C2 (1862).txt,3,0.727344,0.527083,36
17544,231231_1600_Cam1_C2 (1863).txt,3,0.726953,0.524306,36
17545,231231_1600_Cam1_C2 (1863).txt,0,0.731250,0.922222,36
17549,231231_1600_Cam1_C2 (1864).txt,3,0.725781,0.536806,36
17552,231231_1600_Cam1_C2 (1865).txt,3,0.724609,0.536111,36
17556,231231_1600_Cam1_C2 (1866).txt,3,0.726562,0.540278,36
17560,231231_1600_Cam1_C2 (1867).txt,3,0.725000,0.531250,36
17566,231231_1600_Cam1_C2 (1868).txt,3,0.724219,0.528472,36
17568,231231_1600_Cam1_C2 (1869).txt,3,0.725000,0.527778,36
17574,231231_1600_Cam1_C2 (1870).txt,3,0.727734,0.515972,36
17578,231231_1600_Cam1_C2 (1871).txt,3,0.724609,0.538194,36
17582,231231_1600_Cam1_C2 (1872).txt,3,0.722656,0.529167,36
17586,231231_1600_Cam1_C2 (1873).txt,3,0.728516,0.532639,36
17590,231231_1600_Cam1_C2 (1874).txt,3,0.723828,0.541667,36
17594,231231_1600_Cam1_C2 (1875).txt,3,0.720313,0.542361,36
17598,231231_1600_Cam1_C2 (1876).txt,3,0.722656,0.537500,36
17602,231231_1600_Cam1_C2 (1877).txt,3,0.718750,0.529861,36
17606,231231_1600_Cam1_C2 (1878).txt,3,0.725391,0.543056,36
17610,231231_1600_Cam1_C2 (1879).txt,3,0.723437,0.532639,36
17616,231231_1600_Cam1_C2 (1880).txt,3,0.723437,0.536111,36
17620,231231_1600_Cam1_C2 (1881).txt,3,0.721094,0.538889,36
17624,231231_1600_Cam1_C2 (1882).txt,3,0.723437,0.534028,36
17628,231231_1600_Cam1_C2 (1883).txt,3,0.724219,0.541667,36
17632,231231_1600_Cam1_C2 (1884).txt,3,0.726953,0.537500,36
17636,231231_1600_Cam1_C2 (1885).txt,3,0.724609,0.531250,36
17639,231231_1600_Cam1_C2 (1886).txt,3,0.722656,0.529167,36
17643,231231_1600_Cam1_C2 (1887).txt,3,0.722266,0.538194,36
17647,231231_1600_Cam1_C2 (1888).txt,3,0.721875,0.529167,36
17653,231231_1600_Cam1_C2 (1889).txt,3,0.723047,0.538889,36
17657,231231_1600_Cam1_C2 (1890).txt,3,0.723437,0.534028,36
17661,231231_1600_Cam1_C2 (1891).txt,3,0.723047,0.535417,36
17666,231231_1600_Cam1_C2 (1892).txt,3,0.723047,0.534722,36
17670,231231_1600_Cam1_C2 (1893).txt,3,0.724219,0.533333,36
17674,231231_1600_Cam1_C2 (1894).txt,3,0.723437,0.534028,36
17677,231231_1600_Cam1_C2 (1895).txt,3,0.723437,0.529167,36
17681,231231_1600_Cam1_C2 (1896).txt,3,0.725391,0.534722,36
17685,231231_1600_Cam1_C2 (1897).txt,3,0.721484,0.532639,36
17689,231231_1600_Cam1_C2 (1898).txt,3,0.723828,0.542361,36
17691,231231_1600_Cam1_C2 (1898).txt,0,0.728906,0.138194,36
17701,231231_1600_Cam1_C2 (1900).txt,3,0.723437,0.534722,36
17705,231231_1600_Cam1_C2 (1901).txt,3,0.725000,0.539583,36
17709,231231_1600_Cam1_C2 (1902).txt,3,0.723437,0.504861,36
17713,231231_1600_Cam1_C2 (1903).txt,3,0.720703,0.529861,36
17717,231231_1600_Cam1_C2 (1904).txt,3,0.721484,0.540278,36
17721,231231_1600_Cam1_C2 (1905).txt,3,0.719922,0.534722,36
17725,231231_1600_Cam1_C2 (1906).txt,3,0.720313,0.527083,36
17729,231231_1600_Cam1_C2 (1907).txt,3,0.723047,0.542361,36
17733,231231_1600_Cam1_C2 (1908).txt,3,0.721484,0.501389,36
17737,231231_1600_Cam1_C2 (1909).txt,3,0.719531,0.538889,36
17743,231231_1600_Cam1_C2 (1910).txt,3,0.724219,0.534028,36
17747,231231_1600_Cam1_C2 (1911).txt,3,0.726953,0.525000,36
17751,231231_1600_Cam1_C2 (1912).txt,3,0.728906,0.530556,36
17755,231231_1600_Cam1_C2 (1913).txt,3,0.728125,0.542361,36
17759,231231_1600_Cam1_C2 (1914).txt,3,0.726562,0.547917,36
17763,231231_1600_Cam1_C2 (1915).txt,3,0.727734,0.541667,36
17767,231231_1600_Cam1_C2 (1916).txt,3,0.725391,0.550694,36
17771,231231_1600_Cam1_C2 (1917).txt,3,0.723047,0.550000,36
17775,231231_1600_Cam1_C2 (1918).txt,3,0.724609,0.547917,36
17779,231231_1600_Cam1_C2 (1919).txt,3,0.724219,0.545833,36
17785,231231_1600_Cam1_C2 (1920).txt,3,0.725391,0.550694,36
17789,231231_1600_Cam1_C2 (1921).txt,3,0.725391,0.521528,36
17793,231231_1600_Cam1_C2 (1922).txt,3,0.726172,0.546528,36
17797,231231_1600_Cam1_C2 (1923).txt,3,0.726953,0.540278,36
17801,231231_1600_Cam1_C2 (1924).txt,3,0.723047,0.544444,36
17805,231231_1600_Cam1_C2 (1925).txt,3,0.722656,0.541667,36
17808,231231_1600_Cam1_C2 (1926).txt,3,0.720313,0.543750,36
17811,231231_1600_Cam1_C2 (1927).txt,3,0.721875,0.546528,36
17814,231231_1600_Cam1_C2 (1928).txt,3,0.722656,0.546528,36
17818,231231_1600_Cam1_C2 (1929).txt,3,0.730859,0.554167,36
17823,231231_1600_Cam1_C2 (1930).txt,3,0.729297,0.549306,36
17827,231231_1600_Cam1_C2 (1931).txt,3,0.723437,0.545833,36
17830,231231_1600_Cam1_C2 (1931).txt,1,0.717578,0.283333,36
17831,231231_1600_Cam1_C2 (1932).txt,3,0.725781,0.536111,36
17835,231231_1600_Cam1_C2 (1933).txt,3,0.725391,0.547917,36
17839,231231_1600_Cam1_C2 (1934).txt,3,0.721875,0.543056,36
17843,231231_1600_Cam1_C2 (1935).txt,3,0.720703,0.543750,36
17848,231231_1600_Cam1_C2 (1936).txt,3,0.724219,0.530556,36
17854,231231_1600_Cam1_C2 (1937).txt,3,0.725000,0.529861,36
17857,231231_1600_Cam1_C2 (1938).txt,3,0.725000,0.531250,36
17861,231231_1600_Cam1_C2 (1939).txt,3,0.724219,0.533333,36
17866,231231_1600_Cam1_C2 (1940).txt,3,0.725781,0.529861,36
17869,231231_1600_Cam1_C2 (1941).txt,3,0.725391,0.529861,36
17874,231231_1600_Cam1_C2 (1942).txt,3,0.726953,0.529861,36
17877,231231_1600_Cam1_C2 (1943).txt,3,0.728516,0.495833,36
17882,231231_1600_Cam1_C2 (1944).txt,3,0.716797,0.527083,36
17889,231231_1600_Cam1_C2 (1945).txt,3,0.727734,0.525000,36
17893,231231_1600_Cam1_C2 (1946).txt,3,0.725781,0.523611,36
17898,231231_1600_Cam1_C2 (1947).txt,3,0.732422,0.525694,36
17909,231231_1600_Cam1_C2 (1949).txt,3,0.717578,0.517361,36
17916,231231_1600_Cam1_C2 (1950).txt,3,0.719531,0.525000,36
17921,231231_1600_Cam1_C2 (1951).txt,3,0.715625,0.538889,36
17924,231231_1600_Cam1_C2 (1952).txt,0,0.726172,0.152778,36
17926,231231_1600_Cam1_C2 (1952).txt,3,0.718359,0.536806,36
17929,231231_1600_Cam1_C2 (1953).txt,0,0.718359,0.140278,36
17931,231231_1600_Cam1_C2 (1953).txt,5,0.717578,0.531944,36
17934,231231_1600_Cam1_C2 (1954).txt,3,0.719922,0.529861,36
17939,231231_1600_Cam1_C2 (1955).txt,3,0.721875,0.530556,36
17954,231231_1600_Cam1_C2 (1958).txt,3,0.727344,0.530556,36
17959,231231_1600_Cam1_C2 (1959).txt,3,0.729297,0.528472,36
17970,231231_1600_Cam1_C2 (1961).txt,3,0.733203,0.521528,36
17976,231231_1600_Cam1_C2 (1962).txt,3,0.725781,0.530556,36
17981,231231_1600_Cam1_C2 (1963).txt,5,0.732812,0.530556,36
17991,231231_1600_Cam1_C2 (1965).txt,3,0.733203,0.531250,36
17997,231231_1600_Cam1_C2 (1966).txt,3,0.731641,0.528472,36
18000,231231_1600_Cam1_C2 (1967).txt,3,0.727734,0.535417,36
18005,231231_1600_Cam1_C2 (1968).txt,3,0.728906,0.532639,36
18011,231231_1600_Cam1_C2 (1969).txt,3,0.716016,0.532639,36
18025,231231_1600_Cam1_C2 (1971).txt,5,0.732031,0.518750,36
18038,231231_1600_Cam1_C2 (1974).txt,3,0.728906,0.522917,36
18045,231231_1600_Cam1_C2 (1975).txt,3,0.725000,0.522222,36
18048,231231_1600_Cam1_C2 (1976).txt,3,0.725781,0.524306,36
18053,231231_1600_Cam1_C2 (1977).txt,3,0.724219,0.533333,36
18056,231231_1600_Cam1_C2 (1978).txt,3,0.726172,0.527083,36
18062,231231_1600_Cam1_C2 (1979).txt,3,0.727344,0.524306,36
18066,231231_1600_Cam1_C2 (1980).txt,3,0.725781,0.525000,36
18076,231231_1600_Cam1_C2 (1982).txt,3,0.726562,0.524306,36
18081,231231_1600_Cam1_C2 (1983).txt,3,0.726562,0.525000,36
18087,231231_1600_Cam1_C2 (1984).txt,3,0.725781,0.530556,36
18092,231231_1600_Cam1_C2 (1985).txt,3,0.726172,0.528472,36
18098,231231_1600_Cam1_C2 (1986).txt,3,0.725781,0.527778,36
